commit_hash,prob,prediction_label,true_label,cluster
6e710a1f78a4a733020a4b2d1f07b6fe4c6684f0,0.5088307,1,1,0
951b253fc38c09114d0fe273a3758a15c151a8b4,0.67403615,1,1,0
f3539c7eb312b127122084279002d3fd238c9a17,0.33425304,0,1,0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,0.5974507,1,1,0
def1380280b9be6d166d3938ea4b0254e9b55dc9,0.61643565,1,1,0
cc06ae9bf7a1fb6cee46c40d2a6388ac05d3f5d1,0.5106902,1,1,0
7972f1ac1b85a5174c9f293ad98abc87edfe42e6,0.42768732,0,1,0
bd1c4ff86fa21358949e925274f5b8146f5d02cd,0.37509975,0,1,0
be2aa80bc371d600ab2230c545051ea6454577f5,0.6632372,1,1,0
68b033741b02c3ae54d649e858790732bc5c2d27,0.41798985,0,1,0
4f5d25205a9cec988de300a452d641a155406b79,0.34249717,0,1,0
d1e97bc85338c563f4f732bcf917a08b3cbf4792,0.615779,1,1,0
d40c01673e866c3c3b5b51bce66e9518924cc31c,0.4519131,0,1,0
5f7d5690a97b2ad95bbe381695638f0c7ca2c4ff,0.28305146,0,1,0
8d340a008767c5d954b7539e825b4c90eb15ab9b,0.5622064,1,1,0
84e490b66f61e11366b62efc42e64b60ae7db35b,0.52997494,1,1,0
fc939bf6838f4bf986e0b42fddee3df6712371a5,0.33482358,0,1,0
5c798eb50aec6040f415b6def1912d4345f8310d,0.39320135,0,1,0
d1758567765117cd395ea47319d3acde7fc663b1,0.57171524,1,1,0
517b8beb06f63301629f0ec3f58f6b667061d3fd,0.5992211,1,1,0
5c715cd84d600c0df0215846efaece2ab4673546,0.40000668,0,1,0
dff4cea14174548f52d6fcc66c9bfd7a339b7336,0.53842366,1,1,0
02ae34d1d3f3c9f9c25160cb14c119958f25af13,0.20160003,0,1,0
8e0e1c32ff1ed1da4f09fc9917812e6457e6fef7,0.6053132,1,1,0
18c5b2536c114c86b810bb3ee94474fec596a462,0.15862863,0,0,0
c6e4d8c9f534d3e70e79bf718e40724d56186109,0.5195523,1,0,0
5b5ecff53b50a67179f6245bf60047c59f027e26,0.3564324,0,0,0
46dcd98ceb70720f96d4cfa23b001ff108bdaebe,0.23861632,0,0,0
dcbfc80c4a14b91194fc8b74760b079cc0a4ce42,0.24955395,0,0,0
23492711d234f2fa647bac46997e361bcf985423,0.53116214,1,0,0
f10279a29d47d389a31da907695673a992555adc,0.5760766,1,0,0
8d5925b52b48b4c69934ea5c48aa298a2ec74e84,0.3355263,0,0,0
a30aafa016409048747fe9730d6f7892eb12d7c5,0.38705266,0,0,0
a3611513fc4de7234ef49ae46d646b0795ac7110,0.3046521,0,0,0
d0eb1d1dd1d9aed27c433d78a76962340fcbfc1d,0.38878876,0,0,0
1ae9dfaf45e0a51ee7d604551f7e1932d1787975,0.29220712,0,0,0
1c2d56e8a91b0f64317a9e02cfd4b45b03d3019d,0.25136754,0,0,0
2cd92aa6e3f44df6b0552a28b83022a7f92f8946,0.30136973,0,0,0
79ad715f02e02af76da0c6e47c164a80768a01ab,0.26453492,0,0,0
e5b948a1687270192753993c998d61c7a91faf49,0.26359442,0,0,0
b81a48d78dd9be1c3eae57cece4c88df92c30247,0.28673294,0,0,0
0b873b95a840f8cfdb51f4ceea3b524d46d20715,0.21048243,0,0,0
e350a38760c93e373562d6a3e906df5904250146,0.60508275,1,0,0
660431cf4f7e2bda887a0e35ad3a76bdccc14110,0.2901557,0,0,0
f65e9aa63f8f266023a986507834585a9580c555,0.14539367,0,0,0
535cbcd9f20b29b3c5a5d69f654cde57969b3788,0.13736704,0,0,0
2d650f890ff1409f2944bc56cdc4b518b35e06f5,0.1299923,0,0,0
1c4f7bde1c8f7d8c0e09484daa626fa4f40e38e6,0.1276963,0,0,0
b9a22fb6f6f460287993d3cf087ae5ff036a6c21,0.21074566,0,0,0
14d6a09601b68f60e6b18142b597a6890e5d581b,0.12981659,0,0,0
54fdc54dd24c9ece2bfc32ca12e88545ec923a96,0.14714782,0,0,0
0ff7c091143e8326eb88dabce078ca76778a587b,0.2967885,0,0,0
32ed6601f216dd1300876719cce837bfa9824e26,0.21714023,0,0,0
7df11e15457e8d8bf4e5730d20ec2412c429e091,0.530144,1,0,0
15f7f84678a24533e42f2fde230c5f68d1b33035,0.31482923,0,0,0
2499f70cabfc8d17f2c6de124a81fc0940a70fa9,0.4218721,0,0,0
6526a5e83c1fb9644da34e44fdc5a3bb8a357c84,0.46533763,0,0,0
5904d90ade8663f5552b51036740352a9b796892,0.07501056,0,0,0
fdb75911387f77912c37dcee0af4a2f2e0977f3c,0.13179481,0,0,0
538a97b115ba4ea44c57898ac7c4fbb77fe0e9b7,0.38458508,0,0,0
fa0478f4f6fb724233dc3e00a9f8dc557ce7cdbf,0.4149662,0,0,0
ec81d7ca5100fd97fe8428db02a2cdde967ac87d,0.44966507,0,0,0
81c40b9820625d3f529b116baf6b4a3d45dd2f75,0.27222884,0,0,0
2b085ae34295d5ae1d7eaea5a55a2df220bf1bed,0.12688614,0,0,0
d6a354e203e4901d3eb6a36b3aba620fdb222da7,0.1645793,0,0,0
37787b96ab21fc226ff267aa26ae58a58b2d20f8,0.1124001,0,0,0
f2f704eabee027175b0c1eaf934c08e7721a9b24,0.32805654,0,0,0
e1fc87d2d57c2d7ee941e651f33b582fb000dd73,0.1287221,0,0,0
fa8f024d082998c7ae48b21f3eb6f8f2ca56a719,0.19408455,0,0,0
6bce493e47fdac9e64a9ae1cb3c358f31975a43a,0.42747545,0,0,0
9daac904cbc627e4a43e72f72159c552b25caf74,0.24413507,0,0,0
658d5a97c708a926b0425585f9437a0c1fc2b81c,0.46258736,0,0,0
db695fe90b181948f271e4970ec83d4de9348577,0.48178774,0,0,0
9c06ff87decab7357d44d8766f6a277ff887d921,0.3963935,0,0,0
198d448ceab2bc061d18a1a689056bd2b96b76c5,0.06433768,0,0,0
46b15af8c5fbfb026be350ae16eca89fcdc87aac,0.07698592,0,0,0
b7e86cdd772cc47a031d187b79d075af8155c2e0,0.31562364,0,0,0
198e589e62f687a91d4c27057ebad918e9f9bf3f,0.4228751,0,0,0
fa510146c09a498e25e590ef5cc558074337fc4f,0.27850467,0,0,0
badca06dd1c70207215c7186a31955901b637661,0.36085182,0,0,0
91ac1574aae31a29baf883d2cf45e4e1f5aa9bbf,0.464318,0,0,0
82ca28e2ec8fe9771f01b5aab3386311ecab80df,0.19701956,0,0,0
9f8120beb6b351608652002e057f97f8f6c0dfc3,0.58530575,1,0,0
c66b23747627a2b432e0068561d457cab9f97ead,0.19887426,0,0,0
