commit_hash,prob,prediction_label,true_label,cluster
6e710a1f78a4a733020a4b2d1f07b6fe4c6684f0,0.5977921,1,1,0
951b253fc38c09114d0fe273a3758a15c151a8b4,0.62746096,1,1,0
f3539c7eb312b127122084279002d3fd238c9a17,0.371985,0,1,0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18,0.5611006,1,1,0
def1380280b9be6d166d3938ea4b0254e9b55dc9,0.6668785,1,1,0
cc06ae9bf7a1fb6cee46c40d2a6388ac05d3f5d1,0.5660916,1,1,0
7972f1ac1b85a5174c9f293ad98abc87edfe42e6,0.4832721,0,1,0
bd1c4ff86fa21358949e925274f5b8146f5d02cd,0.40895945,0,1,0
be2aa80bc371d600ab2230c545051ea6454577f5,0.6863143,1,1,0
68b033741b02c3ae54d649e858790732bc5c2d27,0.37576225,0,1,0
4f5d25205a9cec988de300a452d641a155406b79,0.43317172,0,1,0
d1e97bc85338c563f4f732bcf917a08b3cbf4792,0.7031435,1,1,0
d40c01673e866c3c3b5b51bce66e9518924cc31c,0.42872787,0,1,0
5f7d5690a97b2ad95bbe381695638f0c7ca2c4ff,0.27571788,0,1,0
8d340a008767c5d954b7539e825b4c90eb15ab9b,0.6003459,1,1,0
84e490b66f61e11366b62efc42e64b60ae7db35b,0.572393,1,1,0
fc939bf6838f4bf986e0b42fddee3df6712371a5,0.27442625,0,1,0
5c798eb50aec6040f415b6def1912d4345f8310d,0.36090526,0,1,0
d1758567765117cd395ea47319d3acde7fc663b1,0.6552042,1,1,0
517b8beb06f63301629f0ec3f58f6b667061d3fd,0.6980715,1,1,0
5c715cd84d600c0df0215846efaece2ab4673546,0.34273714,0,1,0
dff4cea14174548f52d6fcc66c9bfd7a339b7336,0.6361048,1,1,0
02ae34d1d3f3c9f9c25160cb14c119958f25af13,0.2959329,0,1,0
8e0e1c32ff1ed1da4f09fc9917812e6457e6fef7,0.6382224,1,1,0
18c5b2536c114c86b810bb3ee94474fec596a462,0.2563754,0,0,0
